image,category,tags
24191.jpg,Shoes,"['summer', 'Casual Shoes', 'black', 'casual', 'white']"
9217.jpg,Shoes,"['summer', 'Casual Shoes', 'casual', 'white', 'regular']"
4286.jpg,Shoes,"['casual', 'Casual Shoes', 'grey']"
14398.jpg,Shoes,"['Casual Shoes', 'grey']"
6431.jpg,Shoes,"['blue', 'Casual Shoes']"
7329.jpg,Shoes,"['loose', 'blue', 'casual', 'Casual Shoes']"
8981.jpg,Shoes,"['Casual Shoes', 'casual', 'white', 'regular']"
40790.jpg,Shoes,"['elegant', 'Casual Shoes', 'grey']"
9137.jpg,Shoes,"['black', 'sporty', 'Casual Shoes']"
3247.jpg,Shoes,"['Casual Shoes', 'yellow', 'black', 'casual', 'white']"
14450.jpg,Shoes,"['casual', 'Casual Shoes', 'grey']"
7040.jpg,Shoes,"['blue', 'casual', 'Casual Shoes']"
14562.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
31555.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
26661.jpg,Shoes,"['sporty', 'Casual Shoes', 'white', 'regular']"
9031.jpg,Shoes,"['Casual Shoes', 'casual', 'yellow']"
6804.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
38648.jpg,Shoes,"['black', 'Casual Shoes']"
22098.jpg,Shoes,"['summer', 'blue', 'Casual Shoes', 'loose', 'sporty']"
12520.jpg,Shoes,"['black', 'red', 'Casual Shoes']"
17032.jpg,Shoes,"['red', 'Casual Shoes']"
22979.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
12996.jpg,Shoes,"['Casual Shoes', 'casual', 'waterproof', 'brown']"
54732.jpg,Shoes,"['black', 'Casual Shoes', 'grey']"
41831.jpg,Shoes,"['Casual Shoes', 'brown']"
35571.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
4121.jpg,Shoes,"['Casual Shoes', 'casual', 'white', 'green']"
49359.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
38535.jpg,Shoes,"['blue', 'white', 'Casual Shoes']"
38772.jpg,Shoes,"['Casual Shoes', 'casual', 'green']"
13137.jpg,Shoes,"['Casual Shoes', 'casual', 'green']"
17979.jpg,Shoes,"['black', 'Casual Shoes']"
9086.jpg,Shoes,"['summer', 'red', 'Casual Shoes', 'casual', 'white']"
5342.jpg,Shoes,"['Casual Shoes', 'yellow', 'black', 'green', 'sporty']"
9383.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
35692.jpg,Shoes,"['sporty', 'white', 'Casual Shoes']"
56723.jpg,Shoes,"['blue', 'casual', 'Casual Shoes']"
34636.jpg,Shoes,"['Casual Shoes', 'grey']"
13135.jpg,Shoes,"['blue', 'casual', 'Casual Shoes']"
19369.jpg,Shoes,"['casual', 'blue', 'red', 'Casual Shoes']"
15256.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
57524.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
11961.jpg,Shoes,"['Casual Shoes', 'casual', 'yellow']"
9025.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
34855.jpg,Shoes,"['Casual Shoes', 'formal', 'grey']"
50748.jpg,Shoes,"['Casual Shoes', 'red', 'brown']"
34529.jpg,Shoes,"['Casual Shoes', 'casual', 'red', 'brown']"
35053.jpg,Shoes,"['black', 'Casual Shoes', 'formal']"
28313.jpg,Shoes,"['red', 'Casual Shoes', 'grey']"
22095.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
24668.jpg,Shoes,"['summer', 'blue', 'Casual Shoes', 'casual', 'white']"
39893.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
6678.jpg,Shoes,"['summer', 'Casual Shoes', 'casual', 'green', 'white']"
53636.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
13968.jpg,Shoes,"['blue', 'casual', 'Casual Shoes']"
54514.jpg,Shoes,"['white', 'Casual Shoes']"
12886.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
3609.jpg,Shoes,"['summer', 'blue', 'Casual Shoes', 'casual', 'white']"
9026.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
4739.jpg,Shoes,"['Casual Shoes', 'casual', 'white', 'green']"
6661.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
14494.jpg,Shoes,"['summer', 'Casual Shoes', 'black', 'casual', 'white']"
40448.jpg,Shoes,"['Casual Shoes', 'casual', 'red', 'brown']"
32945.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
29561.jpg,Shoes,"['black', 'sporty', 'Casual Shoes']"
6363.jpg,Shoes,"['summer', 'red', 'Casual Shoes', 'loose', 'casual']"
14573.jpg,Shoes,"['casual', 'Casual Shoes', 'grey']"
26531.jpg,Shoes,"['Casual Shoes', 'casual', 'green']"
13908.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
17827.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
31552.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
44750.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
24101.jpg,Shoes,"['black', 'casual', 'red', 'Casual Shoes']"
56663.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
24188.jpg,Shoes,"['summer', 'red', 'Casual Shoes', 'casual', 'white']"
11835.jpg,Shoes,"['blue', 'casual', 'Casual Shoes']"
13374.jpg,Shoes,"['Casual Shoes', 'casual', 'winter', 'brown']"
21568.jpg,Shoes,"['summer', 'Casual Shoes', 'black', 'loose', 'casual']"
9124.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
15261.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
13484.jpg,Shoes,"['white', 'Casual Shoes']"
12905.jpg,Shoes,"['casual', 'Casual Shoes', 'purple']"
4483.jpg,Shoes,"['casual', 'red', 'Casual Shoes', 'grey']"
43237.jpg,Shoes,"['casual', 'blue', 'Casual Shoes']"
39304.jpg,Shoes,"['casual', 'green', 'red', 'Casual Shoes']"
7804.jpg,Shoes,"['black', 'white', 'Casual Shoes']"
39949.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
23904.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
33849.jpg,Shoes,"['blue', 'casual', 'Casual Shoes']"
6377.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
6370.jpg,Shoes,"['black', 'loose', 'summer', 'casual', 'red', 'Casual Shoes']"
13386.jpg,Shoes,"['Casual Shoes', 'casual', 'yellow']"
22179.jpg,Shoes,"['Casual Shoes', 'casual', 'green']"
42044.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
13988.jpg,Shoes,"['blue', 'casual', 'Casual Shoes']"
20714.jpg,Shoes,"['Casual Shoes', 'red', 'brown']"
50753.jpg,Shoes,"['Casual Shoes', 'red', 'brown']"
35793.jpg,Shoes,"['summer', 'elegant', 'Casual Shoes', 'purple']"
42134.jpg,Shoes,"['Casual Shoes', 'casual', 'green']"
46336.jpg,Shoes,"['blue', 'white', 'Casual Shoes', 'waterproof']"
36227.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
11828.jpg,Shoes,"['casual', 'red', 'Casual Shoes']"
49503.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
49363.jpg,Shoes,"['Casual Shoes', 'casual', 'yellow']"
13191.jpg,Shoes,"['casual', 'green', 'Casual Shoes']"
25476.jpg,Shoes,"['summer', 'red', 'Casual Shoes', 'casual', 'white']"
4018.jpg,Shoes,"['Casual Shoes', 'yellow', 'casual', 'green', 'white']"
6422.jpg,Shoes,"['black', 'Casual Shoes', 'grey']"
26561.jpg,Shoes,"['black', 'Casual Shoes', 'formal']"
22855.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
12864.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
22874.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
42019.jpg,Shoes,"['black', 'Casual Shoes', 'formal', 'yellow']"
3804.jpg,Shoes,"['sporty', 'blue', 'white', 'Casual Shoes']"
10278.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
47244.jpg,Shoes,"['blue', 'Casual Shoes']"
42146.jpg,Shoes,"['Casual Shoes', 'white', 'formal']"
49406.jpg,Shoes,"['black', 'Casual Shoes', 'brown']"
2641.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
22236.jpg,Shoes,"['summer', 'blue', 'Casual Shoes', 'casual', 'white']"
50749.jpg,Shoes,"['Casual Shoes', 'red', 'brown']"
39629.jpg,Shoes,"['casual', 'Casual Shoes', 'purple']"
5923.jpg,Shoes,"['Casual Shoes', 'brown']"
15288.jpg,Shoes,"['black', 'Casual Shoes']"
24461.jpg,Shoes,"['casual', 'Casual Shoes', 'grey']"
3604.jpg,Shoes,"['summer', 'Casual Shoes', 'formal', 'green', 'white']"
35848.jpg,Shoes,"['blue', 'Casual Shoes']"
13132.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
41453.jpg,Shoes,"['sporty', 'green', 'white', 'Casual Shoes']"
34860.jpg,Shoes,"['black', 'Casual Shoes']"
54734.jpg,Shoes,"['red', 'Casual Shoes']"
36430.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
53735.jpg,Shoes,"['Casual Shoes', 'brown']"
25453.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
3659.jpg,Shoes,"['blue', 'red', 'Casual Shoes', 'white']"
6460.jpg,Shoes,"['Casual Shoes', 'brown']"
6470.jpg,Shoes,"['Casual Shoes', 'casual', 'yellow', 'brown']"
42802.jpg,Shoes,"['summer', 'blue', 'Casual Shoes', 'black', 'casual']"
31946.jpg,Shoes,"['Casual Shoes', 'formal', 'grey']"
12880.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
26553.jpg,Shoes,"['sporty', 'blue', 'Casual Shoes']"
24081.jpg,Shoes,"['loose', 'casual', 'red', 'Casual Shoes']"
39274.jpg,Shoes,"['Casual Shoes', 'red', 'yellow']"
24727.jpg,Shoes,"['black', 'Casual Shoes', 'grey']"
29570.jpg,Shoes,"['black', 'Casual Shoes', 'formal', 'purple']"
59177.jpg,Shoes,"['Casual Shoes', 'casual', 'green']"
8210.jpg,Shoes,"['Casual Shoes', 'casual', 'red', 'brown']"
44412.jpg,Shoes,"['black', 'casual', 'red', 'Casual Shoes']"
42133.jpg,Shoes,"['sporty', 'Casual Shoes', 'grey']"
26642.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
53727.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
30259.jpg,Shoes,"['blue', 'red', 'Casual Shoes']"
15495.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
36228.jpg,Shoes,"['white', 'Casual Shoes']"
35696.jpg,Shoes,"['Casual Shoes', 'white', 'formal']"
33511.jpg,Shoes,"['green', 'Casual Shoes']"
43480.jpg,Shoes,"['green', 'Casual Shoes']"
16165.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
15502.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
17705.jpg,Shoes,"['Casual Shoes', 'grey', 'black', 'casual', 'white']"
22246.jpg,Shoes,"['Casual Shoes', 'casual', 'green']"
7262.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
15229.jpg,Shoes,"['Casual Shoes', 'casual', 'yellow']"
11950.jpg,Shoes,"['Casual Shoes', 'brown']"
15870.jpg,Shoes,"['casual', 'blue', 'Casual Shoes']"
4733.jpg,Shoes,"['black', 'Casual Shoes', 'grey']"
7323.jpg,Shoes,"['Casual Shoes', 'casual', 'red', 'brown']"
49356.jpg,Shoes,"['Casual Shoes', 'yellow']"
38542.jpg,Shoes,"['Casual Shoes', 'casual', 'red', 'regular']"
15884.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
13352.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
17978.jpg,Shoes,"['summer', 'red', 'white', 'regular', 'Casual Shoes', 'sporty']"
36483.jpg,Shoes,"['black', 'casual', 'white', 'Casual Shoes']"
13646.jpg,Shoes,"['yellow', 'Casual Shoes', 'casual', 'winter']"
35674.jpg,Shoes,"['black', 'Casual Shoes', 'formal']"
7775.jpg,Shoes,"['summer', 'Casual Shoes', 'formal', 'black', 'white']"
11829.jpg,Shoes,"['summer', 'casual', 'white', 'Casual Shoes']"
6465.jpg,Shoes,"['sporty', 'white', 'Casual Shoes']"
46100.jpg,Shoes,"['black', 'white', 'Casual Shoes']"
23913.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
3550.jpg,Shoes,"['Casual Shoes', 'brown']"
6344.jpg,Shoes,"['black', 'green', 'Casual Shoes']"
49487.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
39665.jpg,Shoes,"['white', 'Casual Shoes', 'grey']"
57939.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
13356.jpg,Shoes,"['Casual Shoes', 'casual', 'green', 'grey']"
1805.jpg,Shoes,"['Casual Shoes', 'waterproof', 'yellow']"
39940.jpg,Shoes,"['casual', 'Casual Shoes', 'grey']"
5673.jpg,Shoes,"['black', 'Casual Shoes']"
24451.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
11820.jpg,Shoes,"['Casual Shoes', 'casual', 'green']"
39305.jpg,Shoes,"['green', 'red', 'Casual Shoes']"
2495.jpg,Shoes,"['Casual Shoes', 'black', 'casual', 'white', 'regular']"
23840.jpg,Shoes,"['Casual Shoes', 'brown']"
22180.jpg,Shoes,"['Casual Shoes', 'casual', 'green']"
22172.jpg,Shoes,"['Casual Shoes', 'casual', 'yellow']"
35689.jpg,Shoes,"['blue', 'red', 'Casual Shoes', 'white']"
34088.jpg,Shoes,"['summer', 'fitted', 'white', 'Casual Shoes']"
50279.jpg,Shoes,"['blue', 'Casual Shoes']"
6490.jpg,Shoes,"['Casual Shoes', 'red', 'formal', 'brown']"
15893.jpg,Shoes,"['casual', 'red', 'Casual Shoes', 'grey']"
39593.jpg,Shoes,"['Casual Shoes', 'summer', 'white', 'formal']"
13115.jpg,Shoes,"['black', 'summer', 'casual', 'Casual Shoes']"
6152.jpg,Shoes,"['white', 'Casual Shoes']"
20839.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
28316.jpg,Shoes,"['black', 'red', 'Casual Shoes']"
39642.jpg,Shoes,"['white', 'Casual Shoes']"
39969.jpg,Shoes,"['Casual Shoes', 'casual', 'brown', 'grey']"
40788.jpg,Shoes,"['black', 'elegant', 'Casual Shoes']"
25451.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
22722.jpg,Shoes,"['black', 'casual', 'Casual Shoes', 'grey']"
15230.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
56410.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
4075.jpg,Shoes,"['Casual Shoes', 'casual', 'white', 'green']"
44769.jpg,Shoes,"['blue', 'Casual Shoes', 'grey', 'casual', 'white']"
26527.jpg,Shoes,"['casual', 'red', 'Casual Shoes']"
11821.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
6637.jpg,Shoes,"['casual', 'red', 'Casual Shoes']"
49060.jpg,Shoes,"['summer', 'Casual Shoes', 'black', 'casual', 'white']"
44492.jpg,Shoes,"['black', 'green', 'red', 'white', 'casual', 'Casual Shoes', 'grey']"
50751.jpg,Shoes,"['Casual Shoes', 'red', 'brown']"
49352.jpg,Shoes,"['black', 'Casual Shoes']"
13987.jpg,Shoes,"['blue', 'casual', 'Casual Shoes']"
57467.jpg,Shoes,"['blue', 'white', 'Casual Shoes']"
15251.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
25456.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
33831.jpg,Shoes,"['Casual Shoes', 'casual', 'white', 'regular']"
47110.jpg,Shoes,"['blue', 'red', 'Casual Shoes']"
15248.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
13138.jpg,Shoes,"['blue', 'casual', 'Casual Shoes']"
20897.jpg,Shoes,"['summer', 'blue', 'Casual Shoes', 'casual', 'white']"
4135.jpg,Shoes,"['black', 'Casual Shoes', 'brown']"
9002.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
1543.jpg,Shoes,"['Casual Shoes', 'formal', 'black', 'loose', 'white']"
7037.jpg,Shoes,"['black', 'summer', 'Casual Shoes']"
13674.jpg,Shoes,"['casual', 'Casual Shoes']"
3644.jpg,Shoes,"['blue', 'Casual Shoes', 'casual', 'white', 'green']"
17667.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
26628.jpg,Shoes,"['casual', 'red', 'Casual Shoes']"
15368.jpg,Shoes,"['Casual Shoes', 'casual', 'red', 'brown']"
3605.jpg,Shoes,"['black', 'summer', 'blue', 'red', 'white', 'Casual Shoes', 'formal']"
44509.jpg,Shoes,"['summer', 'blue', 'white', 'Casual Shoes']"
6151.jpg,Shoes,"['white', 'Casual Shoes']"
24649.jpg,Shoes,"['black', 'Casual Shoes']"
31554.jpg,Shoes,"['Casual Shoes', 'casual', 'green']"
4854.jpg,Shoes,"['blue', 'Casual Shoes', 'orange', 'casual', 'white']"
4736.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
24082.jpg,Shoes,"['loose', 'Casual Shoes', 'casual', 'yellow']"
20891.jpg,Shoes,"['summer', 'Casual Shoes', 'casual', 'green', 'white']"
35383.jpg,Shoes,"['black', 'Casual Shoes', 'grey']"
5339.jpg,Shoes,"['casual', 'pink', 'blue', 'Casual Shoes']"
18477.jpg,Shoes,"['casual', 'red', 'Casual Shoes']"
25420.jpg,Shoes,"['black', 'white', 'Casual Shoes']"
35706.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
35381.jpg,Shoes,"['black', 'Casual Shoes']"
50727.jpg,Shoes,"['green', 'red', 'Casual Shoes']"
17963.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
44777.jpg,Shoes,"['green', 'Casual Shoes', 'grey']"
15517.jpg,Shoes,"['casual', 'red', 'Casual Shoes']"
35466.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
34851.jpg,Shoes,"['black', 'Casual Shoes']"
1964.jpg,Shoes,"['Casual Shoes', 'blue', 'formal']"
7812.jpg,Shoes,"['green', 'Casual Shoes', 'blue', 'formal']"
22199.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
2964.jpg,Shoes,"['Casual Shoes', 'casual', 'white', 'regular', 'green']"
10182.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
6801.jpg,Shoes,"['summer', 'Casual Shoes', 'black', 'casual', 'white']"
5897.jpg,Shoes,"['white', 'Casual Shoes']"
34828.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
26530.jpg,Shoes,"['casual', 'Casual Shoes', 'purple']"
49070.jpg,Shoes,"['summer', 'blue', 'Casual Shoes', 'casual', 'white']"
22117.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
15416.jpg,Shoes,"['casual', 'Casual Shoes', 'grey']"
22821.jpg,Shoes,"['Casual Shoes', 'brown']"
21745.jpg,Shoes,"['blue', 'casual', 'Casual Shoes']"
24183.jpg,Shoes,"['summer', 'blue', 'Casual Shoes', 'formal', 'white']"
3637.jpg,Shoes,"['black', 'sporty', 'loose', 'Casual Shoes']"
12526.jpg,Shoes,"['casual', 'Casual Shoes', 'grey']"
26659.jpg,Shoes,"['sporty', 'Casual Shoes', 'white', 'regular']"
17698.jpg,Shoes,"['loose', 'Casual Shoes', 'casual', 'brown']"
4074.jpg,Shoes,"['blue', 'casual', 'Casual Shoes']"
3669.jpg,Shoes,"['black', 'Casual Shoes', 'yellow']"
6450.jpg,Shoes,"['black', 'Casual Shoes']"
7774.jpg,Shoes,"['summer', 'blue', 'Casual Shoes', 'formal', 'white']"
53635.jpg,Shoes,"['blue', 'Casual Shoes']"
9198.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
36448.jpg,Shoes,"['sporty', 'Casual Shoes', 'white', 'yellow']"
4343.jpg,Shoes,"['red', 'Casual Shoes']"
13192.jpg,Shoes,"['casual', 'blue', 'Casual Shoes']"
54740.jpg,Shoes,"['black', 'Casual Shoes']"
47180.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
1547.jpg,Shoes,"['Casual Shoes', 'red', 'brown', 'grey']"
8986.jpg,Shoes,"['red', 'Casual Shoes']"
13653.jpg,Shoes,"['sporty', 'Casual Shoes', 'brown']"
5292.jpg,Shoes,"['Casual Shoes', 'formal', 'brown']"
44398.jpg,Shoes,"['black', 'sporty', 'Casual Shoes', 'yellow']"
6341.jpg,Shoes,"['summer', 'Casual Shoes', 'orange', 'casual', 'white']"
10756.jpg,Shoes,"['summer', 'red', 'Casual Shoes', 'casual', 'white']"
12509.jpg,Shoes,"['Casual Shoes', 'casual', 'red', 'brown']"
3225.jpg,Shoes,"['black', 'elegant', 'Casual Shoes', 'grey']"
17484.jpg,Shoes,"['red', 'Casual Shoes', 'yellow', 'casual', 'white']"
11819.jpg,Shoes,"['blue', 'casual', 'Casual Shoes']"
59942.jpg,Shoes,"['black', 'casual', 'Casual Shoes', 'grey']"
39291.jpg,Shoes,"['green', 'red', 'Casual Shoes']"
15246.jpg,Shoes,"['sporty', 'white', 'Casual Shoes']"
40774.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
15898.jpg,Shoes,"['casual', 'blue', 'Casual Shoes']"
35707.jpg,Shoes,"['black', 'Casual Shoes']"
22980.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
10295.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
22847.jpg,Shoes,"['casual', 'Casual Shoes']"
17813.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
14564.jpg,Shoes,"['casual', 'red', 'Casual Shoes']"
43878.jpg,Shoes,"['Casual Shoes', 'brown']"
58817.jpg,Shoes,"['Casual Shoes', 'casual', 'yellow']"
49398.jpg,Shoes,"['orange', 'Casual Shoes']"
44747.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
37246.jpg,Shoes,"['black', 'casual', 'Casual Shoes', 'grey']"
43229.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
24690.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
43222.jpg,Shoes,"['black', 'summer', 'casual', 'Casual Shoes']"
13549.jpg,Shoes,"['casual', 'Casual Shoes', 'grey']"
18483.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
43479.jpg,Shoes,"['yellow', 'Casual Shoes', 'casual', 'green']"
8995.jpg,Shoes,"['Casual Shoes', 'casual', 'white', 'regular']"
17831.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
9088.jpg,Shoes,"['summer', 'Casual Shoes', 'black', 'casual', 'white']"
10168.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
6671.jpg,Shoes,"['black', 'casual', 'white', 'Casual Shoes']"
38664.jpg,Shoes,"['Casual Shoes', 'grey']"
13359.jpg,Shoes,"['sporty', 'Casual Shoes', 'yellow']"
22163.jpg,Shoes,"['blue', 'casual', 'Casual Shoes']"
5697.jpg,Shoes,"['black', 'Casual Shoes', 'casual', 'brown']"
14456.jpg,Shoes,"['casual', 'Casual Shoes']"
4118.jpg,Shoes,"['orange', 'green', 'Casual Shoes']"
39987.jpg,Shoes,"['casual', 'blue', 'Casual Shoes']"
32951.jpg,Shoes,"['Casual Shoes', 'brown']"
25404.jpg,Shoes,"['black', 'summer', 'red', 'white', 'Casual Shoes', 'formal']"
13563.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
46102.jpg,Shoes,"['black', 'green', 'Casual Shoes']"
22235.jpg,Shoes,"['summer', 'Casual Shoes', 'black', 'casual', 'white']"
57478.jpg,Shoes,"['Casual Shoes', 'casual', 'yellow']"
49461.jpg,Shoes,"['blue', 'Casual Shoes']"
3654.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
24429.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
24463.jpg,Shoes,"['summer', 'fitted', 'Casual Shoes', 'casual', 'brown']"
44420.jpg,Shoes,"['red', 'Casual Shoes', 'black', 'casual', 'brown']"
33111.jpg,Shoes,"['Casual Shoes', 'summer', 'casual', 'yellow']"
25489.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
7374.jpg,Shoes,"['casual', 'red', 'Casual Shoes']"
14284.jpg,Shoes,"['casual', 'Casual Shoes']"
19053.jpg,Shoes,"['black', 'Casual Shoes']"
23905.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
26547.jpg,Shoes,"['black', 'casual', 'Casual Shoes', 'grey']"
49480.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
11954.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
20713.jpg,Shoes,"['black', 'casual', 'red', 'Casual Shoes']"
56659.jpg,Shoes,"['black', 'Casual Shoes', 'casual', 'brown']"
7332.jpg,Shoes,"['red', 'Casual Shoes', 'grey', 'black', 'casual']"
41477.jpg,Shoes,"['Casual Shoes', 'red', 'formal']"
7802.jpg,Shoes,"['black', 'Casual Shoes']"
13078.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
44503.jpg,Shoes,"['orange', 'casual', 'Casual Shoes', 'grey']"
13903.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
38533.jpg,Shoes,"['Casual Shoes', 'white', 'regular', 'grey']"
45620.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
47186.jpg,Shoes,"['Casual Shoes', 'casual', 'brown']"
57530.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
13540.jpg,Shoes,"['Casual Shoes', 'pink', 'casual', 'white', 'winter']"
39972.jpg,Shoes,"['casual', 'Casual Shoes', 'grey']"
34751.jpg,Shoes,"['Casual Shoes', 'brown']"
26648.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
7038.jpg,Shoes,"['black', 'casual', 'Casual Shoes', 'grey']"
2540.jpg,Shoes,"['Casual Shoes', 'black', 'casual', 'white', 'regular']"
5045.jpg,Shoes,"['black', 'summer', 'casual', 'Casual Shoes']"
33763.jpg,Shoes,"['green', 'Casual Shoes', 'blue', 'formal']"
22252.jpg,Shoes,"['summer', 'blue', 'Casual Shoes', 'casual', 'white']"
38784.jpg,Shoes,"['Casual Shoes', 'casual', 'green']"
38781.jpg,Shoes,"['Casual Shoes', 'casual', 'green']"
2388.jpg,Shoes,"['red', 'yellow', 'Casual Shoes', 'pink', 'black', 'casual', 'regular', 'slim', 'brown']"
31942.jpg,Shoes,"['Casual Shoes', 'white', 'formal']"
14571.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
4022.jpg,Shoes,"['Casual Shoes', 'casual', 'white', 'green']"
6426.jpg,Shoes,"['red', 'Casual Shoes', 'white']"
3798.jpg,Shoes,"['summer', 'blue', 'Casual Shoes', 'casual', 'white']"
22858.jpg,Shoes,"['casual', 'Casual Shoes']"
26663.jpg,Shoes,"['Casual Shoes', 'purple', 'formal', 'grey']"
39657.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
5898.jpg,Shoes,"['blue', 'Casual Shoes']"
44934.jpg,Shoes,"['blue', 'Casual Shoes', 'yellow', 'casual', 'white']"
34856.jpg,Shoes,"['black', 'Casual Shoes', 'formal']"
14327.jpg,Shoes,"['casual', 'white', 'Casual Shoes']"
30257.jpg,Shoes,"['black', 'red', 'Casual Shoes', 'grey']"
15223.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
33845.jpg,Shoes,"['white', 'Casual Shoes']"
4441.jpg,Shoes,"['summer', 'casual', 'white', 'Casual Shoes']"
18400.jpg,Shoes,"['casual', 'Casual Shoes', 'grey']"
14487.jpg,Shoes,"['summer', 'Casual Shoes', 'black', 'casual', 'white']"
56654.jpg,Shoes,"['black', 'casual', 'Casual Shoes']"
